Training tokens: 100,000,000
Total steps: 12,207
Train token file: /root/autodl-tmp/data/openwebtext/openwebtext_train_tokens.npy
Valid token file: /root/autodl-tmp/data/openwebtext/openwebtext_valid_tokens.npy
Metrics JSON file: /root/autodl-tmp/data/openwebtext/metrics/dense_baseline_metrics.json
step=1400/12207 loss=5.6746, val_loss=5.6142 lr=2.998e-04 tok/s=10594.6 max_mem=9.34GB
step=1420/12207 loss=5.4773, val_loss=5.5947 lr=2.998e-04 tok/s=10557.7 max_mem=9.34GB
step=1440/12207 loss=5.3862, val_loss=5.6205 lr=2.997e-04 tok/s=10604.0 max_mem=9.34GB
step=1460/12207 loss=5.5381, val_loss=5.5654 lr=2.997e-04 tok/s=10678.3 max_mem=9.34GB
step=1480/12207 loss=5.5946, val_loss=5.5508 lr=2.996e-04 tok/s=10682.8 max_mem=9.34GB
step=1500/12207 loss=5.4431, val_loss=5.5359 lr=2.996e-04 tok/s=10585.0 max_mem=9.34GB
Saved checkpoint to /root/autodl-tmp/data/openwebtext/checkpoints/dense_baseline/checkpoint_step_1500.pt
step=1520/12207 loss=5.4956, val_loss=5.5378 lr=2.995e-04 tok/s=10631.3 max_mem=9.85GB
step=1540/12207 loss=5.5224, val_loss=5.5194 lr=2.994e-04 tok/s=10570.4 max_mem=9.34GB
step=1560/12207 loss=5.5139, val_loss=5.5412 lr=2.994e-04 tok/s=10622.0 max_mem=9.34GB
step=1580/12207 loss=5.3299, val_loss=5.5224 lr=2.993e-04 tok/s=10474.4 max_mem=9.34GB
step=1600/12207 loss=5.4744, val_loss=5.5480 lr=2.992e-04 tok/s=10548.3 max_mem=9.34GB
step=1620/12207 loss=5.3996, val_loss=5.4490 lr=2.991e-04 tok/s=10522.7 max_mem=9.34GB
step=1640/12207 loss=5.4401, val_loss=5.4869 lr=2.990e-04 tok/s=10567.2 max_mem=9.34GB
step=1660/12207 loss=5.4358, val_loss=5.4602 lr=2.989e-04 tok/s=10625.5 max_mem=9.34GB
step=1680/12207 loss=5.6586, val_loss=5.4206 lr=2.988e-04 tok/s=10556.4 max_mem=9.34GB
step=1700/12207 loss=5.4585, val_loss=5.4340 lr=2.987e-04 tok/s=10652.5 max_mem=9.34GB
step=1720/12207 loss=5.4402, val_loss=5.3990 lr=2.986e-04 tok/s=10525.4 max_mem=9.34GB
step=1740/12207 loss=5.4969, val_loss=5.4644 lr=2.985e-04 tok/s=10545.6 max_mem=9.34GB
step=1760/12207 loss=5.3464, val_loss=5.3961 lr=2.984e-04 tok/s=10511.2 max_mem=9.34GB
step=1780/12207 loss=5.3255, val_loss=5.4191 lr=2.983e-04 tok/s=10481.9 max_mem=9.34GB
step=1800/12207 loss=5.3606, val_loss=5.3829 lr=2.982e-04 tok/s=10515.0 max_mem=9.34GB
step=1820/12207 loss=5.3240, val_loss=5.3867 lr=2.980e-04 tok/s=10602.8 max_mem=9.34GB
step=1840/12207 loss=5.5741, val_loss=5.3905 lr=2.979e-04 tok/s=10499.3 max_mem=9.34GB
step=1860/12207 loss=5.3598, val_loss=5.3638 lr=2.978e-04 tok/s=10566.1 max_mem=9.34GB
step=1880/12207 loss=5.3044, val_loss=5.3575 lr=2.976e-04 tok/s=10453.4 max_mem=9.34GB
step=1900/12207 loss=5.2273, val_loss=5.3145 lr=2.975e-04 tok/s=10610.5 max_mem=9.34GB
step=1920/12207 loss=5.3027, val_loss=5.2942 lr=2.973e-04 tok/s=10500.9 max_mem=9.34GB
step=1940/12207 loss=5.3406, val_loss=5.3555 lr=2.972e-04 tok/s=10603.1 max_mem=9.34GB
step=1960/12207 loss=5.2733, val_loss=5.3200 lr=2.970e-04 tok/s=10631.8 max_mem=9.34GB
step=1980/12207 loss=5.2898, val_loss=5.3127 lr=2.968e-04 tok/s=10607.0 max_mem=9.34GB
step=2000/12207 loss=5.0596, val_loss=5.3487 lr=2.967e-04 tok/s=10571.4 max_mem=9.34GB
Saved checkpoint to /root/autodl-tmp/data/openwebtext/checkpoints/dense_baseline/checkpoint_step_2000.pt
step=2020/12207 loss=5.3272, val_loss=5.2958 lr=2.965e-04 tok/s=10421.5 max_mem=9.85GB
